Endereço lógico = 22007      	Quadro = 0    	Offset = 247      	Endereço Físico: 247     	Valor do Byte = 112
Endereço lógico = 18280      	Quadro = 27    	Offset = 104      	Endereço Físico: 7016     	Valor do Byte = 166
Endereço lógico = 21308      	Quadro = 50    	Offset = 60      	Endereço Físico: 12860     	Valor do Byte = 247
Endereço lógico = 44290      	Quadro = 51    	Offset = 2      	Endereço Físico: 13058     	Valor do Byte = 234
Endereço lógico = 16558      	Quadro = 52    	Offset = 174      	Endereço Físico: 13486     	Valor do Byte = 14
Endereço lógico = 47582      	Quadro = 53    	Offset = 222      	Endereço Físico: 13790     	Valor do Byte = 76
Endereço lógico = 5115      	Quadro = 2    	Offset = 251      	Endereço Físico: 763     	Valor do Byte = 107
Endereço lógico = 43060      	Quadro = 54    	Offset = 52      	Endereço Físico: 13876     	Valor do Byte = 224
Endereço lógico = 61385      	Quadro = 55    	Offset = 201      	Endereço Físico: 14281     	Valor do Byte = 78
Endereço lógico = 61749      	Quadro = 56    	Offset = 53      	Endereço Físico: 14389     	Valor do Byte = 74
Endereço lógico = 5241      	Quadro = 57    	Offset = 121      	Endereço Físico: 14713     	Valor do Byte = 195
Endereço lógico = 20056      	Quadro = 58    	Offset = 88      	Endereço Físico: 14936     	Valor do Byte = 13
Endereço lógico = 58357      	Quadro = 59    	Offset = 245      	Endereço Físico: 15349     	Valor do Byte = 131
Endereço lógico = 21509      	Quadro = 13    	Offset = 5      	Endereço Físico: 3333     	Valor do Byte = 197
Endereço lógico = 40041      	Quadro = 60    	Offset = 105      	Endereço Físico: 15465     	Valor do Byte = 244
Endereço lógico = 9268      	Quadro = 61    	Offset = 52      	Endereço Físico: 15668     	Valor do Byte = 235
Endereço lógico = 17868      	Quadro = 62    	Offset = 204      	Endereço Físico: 16076     	Valor do Byte = 35
Endereço lógico = 40998      	Quadro = 63    	Offset = 38      	Endereço Físico: 16166     	Valor do Byte = 82
Endereço lógico = 42422      	Quadro = 64    	Offset = 182      	Endereço Físico: 16566     	Valor do Byte = 102
Endereço lógico = 31946      	Quadro = 65    	Offset = 202      	Endereço Físico: 16842     	Valor do Byte = 127
Endereço lógico = 32131      	Quadro = 66    	Offset = 131      	Endereço Físico: 17027     	Valor do Byte = 193
Endereço lógico = 30700      	Quadro = 67    	Offset = 236      	Endereço Físico: 17388     	Valor do Byte = 80
Endereço lógico = 11625      	Quadro = 35    	Offset = 105      	Endereço Físico: 9065     	Valor do Byte = 172
Endereço lógico = 41222      	Quadro = 68    	Offset = 6      	Endereço Físico: 17414     	Valor do Byte = 163
Endereço lógico = 17872      	Quadro = 62    	Offset = 208      	Endereço Físico: 16080     	Valor do Byte = 104
Endereço lógico = 64058      	Quadro = 69    	Offset = 58      	Endereço Físico: 17722     	Valor do Byte = 177
Endereço lógico = 43147      	Quadro = 54    	Offset = 139      	Endereço Físico: 13963     	Valor do Byte = 55
Endereço lógico = 49935      	Quadro = 70    	Offset = 15      	Endereço Físico: 17935     	Valor do Byte = 81
Endereço lógico = 34496      	Quadro = 71    	Offset = 192      	Endereço Físico: 18368     	Valor do Byte = 49
Endereço lógico = 25193      	Quadro = 72    	Offset = 105      	Endereço Físico: 18537     	Valor do Byte = 231
Endereço lógico = 37682      	Quadro = 73    	Offset = 50      	Endereço Físico: 18738     	Valor do Byte = 24
Endereço lógico = 26341      	Quadro = 74    	Offset = 229      	Endereço Físico: 19173     	Valor do Byte = 14
Endereço lógico = 31589      	Quadro = 75    	Offset = 101      	Endereço Físico: 19301     	Valor do Byte = 164
Endereço lógico = 48878      	Quadro = 76    	Offset = 238      	Endereço Físico: 19694     	Valor do Byte = 249
Endereço lógico = 60611      	Quadro = 77    	Offset = 195      	Endereço Físico: 19907     	Valor do Byte = 98
Endereço lógico = 41425      	Quadro = 68    	Offset = 209      	Endereço Físico: 17617     	Valor do Byte = 242
Endereço lógico = 25567      	Quadro = 78    	Offset = 223      	Endereço Físico: 20191     	Valor do Byte = 172
Endereço lógico = 12789      	Quadro = 79    	Offset = 245      	Endereço Físico: 20469     	Valor do Byte = 69
Endereço lógico = 58650      	Quadro = 80    	Offset = 26      	Endereço Físico: 20506     	Valor do Byte = 255
Endereço lógico = 24886      	Quadro = 81    	Offset = 54      	Endereço Físico: 20790     	Valor do Byte = 115
Endereço lógico = 32865      	Quadro = 11    	Offset = 97      	Endereço Físico: 2913     	Valor do Byte = 113
Endereço lógico = 43462      	Quadro = 82    	Offset = 198      	Endereço Físico: 21190     	Valor do Byte = 150
Endereço lógico = 49517      	Quadro = 83    	Offset = 109      	Endereço Físico: 21357     	Valor do Byte = 193
Endereço lógico = 48160      	Quadro = 34    	Offset = 32      	Endereço Físico: 8736     	Valor do Byte = 210
Endereço lógico = 10104      	Quadro = 14    	Offset = 120      	Endereço Físico: 3704     	Valor do Byte = 30
Endereço lógico = 11042      	Quadro = 84    	Offset = 34      	Endereço Físico: 21538     	Valor do Byte = 181
Endereço lógico = 34184      	Quadro = 85    	Offset = 136      	Endereço Físico: 21896     	Valor do Byte = 225
Endereço lógico = 6304      	Quadro = 45    	Offset = 160      	Endereço Físico: 11680     	Valor do Byte = 19
Endereço lógico = 621      	Quadro = 86    	Offset = 109      	Endereço Físico: 22125     	Valor do Byte = 254
Endereço lógico = 1890      	Quadro = 87    	Offset = 98      	Endereço Físico: 22370     	Valor do Byte = 52
Endereço lógico = 8767      	Quadro = 88    	Offset = 63      	Endereço Físico: 22591     	Valor do Byte = 241
Endereço lógico = 44261      	Quadro = 89    	Offset = 229      	Endereço Físico: 23013     	Valor do Byte = 190
Endereço lógico = 4121      	Quadro = 90    	Offset = 25      	Endereço Físico: 23065     	Valor do Byte = 124
Endereço lógico = 15007      	Quadro = 91    	Offset = 159      	Endereço Físico: 23455     	Valor do Byte = 151
Endereço lógico = 53452      	Quadro = 92    	Offset = 204      	Endereço Físico: 23756     	Valor do Byte = 106
Endereço lógico = 7820      	Quadro = 93    	Offset = 140      	Endereço Físico: 23948     	Valor do Byte = 48
Endereço lógico = 22003      	Quadro = 0    	Offset = 243      	Endereço Físico: 243     	Valor do Byte = 45
Endereço lógico = 64831      	Quadro = 25    	Offset = 63      	Endereço Físico: 6463     	Valor do Byte = 10
Endereço lógico = 32774      	Quadro = 11    	Offset = 6      	Endereço Físico: 2822     	Valor do Byte = 169
Endereço lógico = 8821      	Quadro = 88    	Offset = 117      	Endereço Físico: 22645     	Valor do Byte = 96
Endereço lógico = 39036      	Quadro = 94    	Offset = 124      	Endereço Físico: 24188     	Valor do Byte = 23
Endereço lógico = 42304      	Quadro = 64    	Offset = 64      	Endereço Físico: 16448     	Valor do Byte = 102
Endereço lógico = 49578      	Quadro = 83    	Offset = 170      	Endereço Físico: 21418     	Valor do Byte = 217
Endereço lógico = 49501      	Quadro = 83    	Offset = 93      	Endereço Físico: 21341     	Valor do Byte = 245
Endereço lógico = 37748      	Quadro = 73    	Offset = 116      	Endereço Físico: 18804     	Valor do Byte = 175
Endereço lógico = 6163      	Quadro = 45    	Offset = 19      	Endereço Físico: 11539     	Valor do Byte = 234
Endereço lógico = 36708      	Quadro = 95    	Offset = 100      	Endereço Físico: 24420     	Valor do Byte = 55
Endereço lógico = 28914      	Quadro = 22    	Offset = 242      	Endereço Físico: 5874     	Valor do Byte = 85
Endereço lógico = 48435      	Quadro = 30    	Offset = 51      	Endereço Físico: 7731     	Valor do Byte = 24
Endereço lógico = 57702      	Quadro = 96    	Offset = 102      	Endereço Físico: 24678     	Valor do Byte = 120
Endereço lógico = 2523      	Quadro = 97    	Offset = 219      	Endereço Físico: 25051     	Valor do Byte = 160
Endereço lógico = 52115      	Quadro = 42    	Offset = 147      	Endereço Físico: 10899     	Valor do Byte = 142
Endereço lógico = 18259      	Quadro = 27    	Offset = 83      	Endereço Físico: 6995     	Valor do Byte = 87
Endereço lógico = 44920      	Quadro = 98    	Offset = 120      	Endereço Físico: 25208     	Valor do Byte = 195
Endereço lógico = 55951      	Quadro = 49    	Offset = 143      	Endereço Físico: 12687     	Valor do Byte = 55
Endereço lógico = 62331      	Quadro = 99    	Offset = 123      	Endereço Físico: 25467     	Valor do Byte = 184
Endereço lógico = 6763      	Quadro = 100    	Offset = 107      	Endereço Físico: 25707     	Valor do Byte = 238
Endereço lógico = 30442      	Quadro = 47    	Offset = 234      	Endereço Físico: 12266     	Valor do Byte = 11
Endereço lógico = 13876      	Quadro = 101    	Offset = 52      	Endereço Físico: 25908     	Valor do Byte = 115
Endereço lógico = 63465      	Quadro = 102    	Offset = 233      	Endereço Físico: 26345     	Valor do Byte = 2
Endereço lógico = 58387      	Quadro = 103    	Offset = 19      	Endereço Físico: 26387     	Valor do Byte = 59
Endereço lógico = 60207      	Quadro = 104    	Offset = 47      	Endereço Físico: 26671     	Valor do Byte = 199
Endereço lógico = 31769      	Quadro = 65    	Offset = 25      	Endereço Físico: 16665     	Valor do Byte = 44
Endereço lógico = 16059      	Quadro = 105    	Offset = 187      	Endereço Físico: 27067     	Valor do Byte = 0
Endereço lógico = 38030      	Quadro = 26    	Offset = 142      	Endereço Físico: 6798     	Valor do Byte = 9
Endereço lógico = 16914      	Quadro = 106    	Offset = 18      	Endereço Físico: 27154     	Valor do Byte = 109
Endereço lógico = 27320      	Quadro = 107    	Offset = 184      	Endereço Físico: 27576     	Valor do Byte = 112
Endereço lógico = 65260      	Quadro = 20    	Offset = 236      	Endereço Físico: 5356     	Valor do Byte = 176
Endereço lógico = 1916      	Quadro = 87    	Offset = 124      	Endereço Físico: 22396     	Valor do Byte = 225
Endereço lógico = 15000      	Quadro = 91    	Offset = 152      	Endereço Físico: 23448     	Valor do Byte = 84
Endereço lógico = 59936      	Quadro = 108    	Offset = 32      	Endereço Físico: 27680     	Valor do Byte = 19
Endereço lógico = 40994      	Quadro = 63    	Offset = 34      	Endereço Físico: 16162     	Valor do Byte = 58
Endereço lógico = 7083      	Quadro = 4    	Offset = 171      	Endereço Físico: 1195     	Valor do Byte = 245
Endereço lógico = 14931      	Quadro = 91    	Offset = 83      	Endereço Físico: 23379     	Valor do Byte = 102
Endereço lógico = 39062      	Quadro = 94    	Offset = 150      	Endereço Físico: 24214     	Valor do Byte = 26
Endereço lógico = 17312      	Quadro = 109    	Offset = 160      	Endereço Físico: 28064     	Valor do Byte = 219
Endereço lógico = 22109      	Quadro = 7    	Offset = 93      	Endereço Físico: 1885     	Valor do Byte = 34
Endereço lógico = 23518      	Quadro = 110    	Offset = 222      	Endereço Físico: 28382     	Valor do Byte = 102
Endereço lógico = 27963      	Quadro = 111    	Offset = 59      	Endereço Físico: 28475     	Valor do Byte = 59
Endereço lógico = 21164      	Quadro = 112    	Offset = 172      	Endereço Físico: 28844     	Valor do Byte = 165
Endereço lógico = 39782      	Quadro = 113    	Offset = 102      	Endereço Físico: 29030     	Valor do Byte = 198
Endereço lógico = 62061      	Quadro = 114    	Offset = 109      	Endereço Físico: 29293     	Valor do Byte = 155
Endereço lógico = 29521      	Quadro = 16    	Offset = 81      	Endereço Físico: 4177     	Valor do Byte = 95
Endereço lógico = 15032      	Quadro = 91    	Offset = 184      	Endereço Físico: 23480     	Valor do Byte = 162
Endereço lógico = 7996      	Quadro = 115    	Offset = 60      	Endereço Físico: 29500     	Valor do Byte = 195
Endereço lógico = 37526      	Quadro = 116    	Offset = 150      	Endereço Físico: 29846     	Valor do Byte = 154
Endereço lógico = 10907      	Quadro = 117    	Offset = 155      	Endereço Físico: 30107     	Valor do Byte = 201
Endereço lógico = 17107      	Quadro = 106    	Offset = 211      	Endereço Físico: 27347     	Valor do Byte = 44
Endereço lógico = 62254      	Quadro = 99    	Offset = 46      	Endereço Físico: 25390     	Valor do Byte = 19
Endereço lógico = 50555      	Quadro = 118    	Offset = 123      	Endereço Físico: 30331     	Valor do Byte = 154
Endereço lógico = 59365      	Quadro = 119    	Offset = 229      	Endereço Físico: 30693     	Valor do Byte = 47
Endereço lógico = 6844      	Quadro = 100    	Offset = 188      	Endereço Físico: 25788     	Valor do Byte = 109
Endereço lógico = 20679      	Quadro = 15    	Offset = 199      	Endereço Físico: 4039     	Valor do Byte = 35
Endereço lógico = 11424      	Quadro = 120    	Offset = 160      	Endereço Físico: 30880     	Valor do Byte = 120
Endereço lógico = 65120      	Quadro = 20    	Offset = 96      	Endereço Físico: 5216     	Valor do Byte = 92
Endereço lógico = 26541      	Quadro = 121    	Offset = 173      	Endereço Físico: 31149     	Valor do Byte = 206
Endereço lógico = 24507      	Quadro = 48    	Offset = 187      	Endereço Físico: 12475     	Valor do Byte = 228
Endereço lógico = 63965      	Quadro = 122    	Offset = 221      	Endereço Físico: 31453     	Valor do Byte = 91
Endereço lógico = 17072      	Quadro = 106    	Offset = 176      	Endereço Físico: 27312     	Valor do Byte = 184
Endereço lógico = 63165      	Quadro = 123    	Offset = 189      	Endereço Físico: 31677     	Valor do Byte = 202
Endereço lógico = 27719      	Quadro = 39    	Offset = 71      	Endereço Físico: 10055     	Valor do Byte = 113
Endereço lógico = 27594      	Quadro = 124    	Offset = 202      	Endereço Físico: 31946     	Valor do Byte = 170
Endereço lógico = 28098      	Quadro = 111    	Offset = 194      	Endereço Físico: 28610     	Valor do Byte = 168
Endereço lógico = 52645      	Quadro = 125    	Offset = 165      	Endereço Físico: 32165     	Valor do Byte = 144
Endereço lógico = 33500      	Quadro = 126    	Offset = 220      	Endereço Físico: 32476     	Valor do Byte = 60
Endereço lógico = 16168      	Quadro = 127    	Offset = 40      	Endereço Físico: 32552     	Valor do Byte = 46
Endereço lógico = 52872      	Quadro = 24    	Offset = 136      	Endereço Físico: 6280     	Valor do Byte = 185
Endereço lógico = 6179      	Quadro = 45    	Offset = 35      	Endereço Físico: 11555     	Valor do Byte = 209
Endereço lógico = 54656      	Quadro = 17    	Offset = 128      	Endereço Físico: 4480     	Valor do Byte = 95
Endereço lógico = 47734      	Quadro = 1    	Offset = 118      	Endereço Físico: 374     	Valor do Byte = 165
Endereço lógico = 40668      	Quadro = 128    	Offset = 220      	Endereço Físico: 32988     	Valor do Byte = 37
Endereço lógico = 53792      	Quadro = 21    	Offset = 32      	Endereço Físico: 5408     	Valor do Byte = 105
Endereço lógico = 43716      	Quadro = 129    	Offset = 196      	Endereço Físico: 33220     	Valor do Byte = 1
Endereço lógico = 65355      	Quadro = 130    	Offset = 75      	Endereço Físico: 33355     	Valor do Byte = 104
Endereço lógico = 27439      	Quadro = 124    	Offset = 47      	Endereço Físico: 31791     	Valor do Byte = 134
Endereço lógico = 49213      	Quadro = 131    	Offset = 61      	Endereço Físico: 33597     	Valor do Byte = 208
Endereço lógico = 19190      	Quadro = 132    	Offset = 246      	Endereço Físico: 34038     	Valor do Byte = 127
Endereço lógico = 50688      	Quadro = 133    	Offset = 0      	Endereço Físico: 34048     	Valor do Byte = 58
Endereço lógico = 45298      	Quadro = 134    	Offset = 242      	Endereço Físico: 34546     	Valor do Byte = 187
Endereço lógico = 7569      	Quadro = 135    	Offset = 145      	Endereço Físico: 34705     	Valor do Byte = 199
Endereço lógico = 33398      	Quadro = 126    	Offset = 118      	Endereço Físico: 32374     	Valor do Byte = 211
Endereço lógico = 2604      	Quadro = 23    	Offset = 44      	Endereço Físico: 5932     	Valor do Byte = 129
Endereço lógico = 34616      	Quadro = 136    	Offset = 56      	Endereço Físico: 34872     	Valor do Byte = 182
Endereço lógico = 34382      	Quadro = 71    	Offset = 78      	Endereço Físico: 18254     	Valor do Byte = 249
Endereço lógico = 33842      	Quadro = 137    	Offset = 50      	Endereço Físico: 35122     	Valor do Byte = 232
Endereço lógico = 35359      	Quadro = 138    	Offset = 31      	Endereço Físico: 35359     	Valor do Byte = 235
Endereço lógico = 26798      	Quadro = 139    	Offset = 174      	Endereço Físico: 35758     	Valor do Byte = 200
Endereço lógico = 2654      	Quadro = 23    	Offset = 94      	Endereço Físico: 5982     	Valor do Byte = 249
Endereço lógico = 14676      	Quadro = 140    	Offset = 84      	Endereço Físico: 35924     	Valor do Byte = 231
Endereço lógico = 27161      	Quadro = 107    	Offset = 25      	Endereço Físico: 27417     	Valor do Byte = 227
Endereço lógico = 18413      	Quadro = 27    	Offset = 237      	Endereço Físico: 7149     	Valor do Byte = 96
Endereço lógico = 59403      	Quadro = 29    	Offset = 11      	Endereço Físico: 7435     	Valor do Byte = 111
Endereço lógico = 11092      	Quadro = 84    	Offset = 84      	Endereço Físico: 21588     	Valor do Byte = 231
Endereço lógico = 18073      	Quadro = 141    	Offset = 153      	Endereço Físico: 36249     	Valor do Byte = 59
Endereço lógico = 17894      	Quadro = 62    	Offset = 230      	Endereço Físico: 16102     	Valor do Byte = 249
Endereço lógico = 56338      	Quadro = 142    	Offset = 18      	Endereço Físico: 36370     	Valor do Byte = 117
Endereço lógico = 13029      	Quadro = 143    	Offset = 229      	Endereço Físico: 36837     	Valor do Byte = 237
Endereço lógico = 50295      	Quadro = 144    	Offset = 119      	Endereço Físico: 36983     	Valor do Byte = 86
Endereço lógico = 63218      	Quadro = 123    	Offset = 242      	Endereço Físico: 31730     	Valor do Byte = 255
Endereço lógico = 48765      	Quadro = 76    	Offset = 125      	Endereço Físico: 19581     	Valor do Byte = 167
Endereço lógico = 25971      	Quadro = 145    	Offset = 115      	Endereço Físico: 37235     	Valor do Byte = 19
Endereço lógico = 30286      	Quadro = 47    	Offset = 78      	Endereço Físico: 12110     	Valor do Byte = 242
Endereço lógico = 54487      	Quadro = 146    	Offset = 215      	Endereço Físico: 37591     	Valor do Byte = 112
Endereço lógico = 22585      	Quadro = 147    	Offset = 57      	Endereço Físico: 37689     	Valor do Byte = 16
Endereço lógico = 18310      	Quadro = 27    	Offset = 134      	Endereço Físico: 7046     	Valor do Byte = 212
Endereço lógico = 59040      	Quadro = 148    	Offset = 160      	Endereço Físico: 38048     	Valor do Byte = 244
Endereço lógico = 17697      	Quadro = 62    	Offset = 33      	Endereço Físico: 15905     	Valor do Byte = 228
Endereço lógico = 18075      	Quadro = 141    	Offset = 155      	Endereço Físico: 36251     	Valor do Byte = 224
Endereço lógico = 50147      	Quadro = 70    	Offset = 227      	Endereço Físico: 18147     	Valor do Byte = 67
Endereço lógico = 47189      	Quadro = 149    	Offset = 85      	Endereço Físico: 38229     	Valor do Byte = 128
Endereço lógico = 61256      	Quadro = 55    	Offset = 72      	Endereço Físico: 14152     	Valor do Byte = 244
Endereço lógico = 60798      	Quadro = 150    	Offset = 126      	Endereço Físico: 38526     	Valor do Byte = 247
Endereço lógico = 13812      	Quadro = 151    	Offset = 244      	Endereço Físico: 38900     	Valor do Byte = 227
Endereço lógico = 44514      	Quadro = 51    	Offset = 226      	Endereço Físico: 13282     	Valor do Byte = 129
Endereço lógico = 56914      	Quadro = 152    	Offset = 82      	Endereço Físico: 38994     	Valor do Byte = 220
Endereço lógico = 53431      	Quadro = 92    	Offset = 183      	Endereço Físico: 23735     	Valor do Byte = 103
Endereço lógico = 52058      	Quadro = 42    	Offset = 90      	Endereço Físico: 10842     	Valor do Byte = 144
Endereço lógico = 9248      	Quadro = 61    	Offset = 32      	Endereço Físico: 15648     	Valor do Byte = 249
Endereço lógico = 26000      	Quadro = 145    	Offset = 144      	Endereço Físico: 37264     	Valor do Byte = 191
Endereço lógico = 12764      	Quadro = 79    	Offset = 220      	Endereço Físico: 20444     	Valor do Byte = 241
Endereço lógico = 1624      	Quadro = 153    	Offset = 88      	Endereço Físico: 39256     	Valor do Byte = 37
Endereço lógico = 64147      	Quadro = 69    	Offset = 147      	Endereço Físico: 17811     	Valor do Byte = 113
Endereço lógico = 35368      	Quadro = 138    	Offset = 40      	Endereço Físico: 35368     	Valor do Byte = 138
Endereço lógico = 54734      	Quadro = 17    	Offset = 206      	Endereço Físico: 4558     	Valor do Byte = 126
Endereço lógico = 61470      	Quadro = 154    	Offset = 30      	Endereço Físico: 39454     	Valor do Byte = 43
Endereço lógico = 53448      	Quadro = 92    	Offset = 200      	Endereço Físico: 23752     	Valor do Byte = 102
Endereço lógico = 46618      	Quadro = 155    	Offset = 26      	Endereço Físico: 39706     	Valor do Byte = 160
Endereço lógico = 37193      	Quadro = 156    	Offset = 73      	Endereço Físico: 40009     	Valor do Byte = 196
Endereço lógico = 8935      	Quadro = 88    	Offset = 231      	Endereço Físico: 22759     	Valor do Byte = 56
Endereço lógico = 34773      	Quadro = 136    	Offset = 213      	Endereço Físico: 35029     	Valor do Byte = 179
Endereço lógico = 56547      	Quadro = 142    	Offset = 227      	Endereço Físico: 36579     	Valor do Byte = 246
Endereço lógico = 2633      	Quadro = 23    	Offset = 73      	Endereço Físico: 5961     	Valor do Byte = 196
Endereço lógico = 10085      	Quadro = 14    	Offset = 101      	Endereço Físico: 3685     	Valor do Byte = 60
Endereço lógico = 33371      	Quadro = 126    	Offset = 91      	Endereço Físico: 32347     	Valor do Byte = 161
Endereço lógico = 55985      	Quadro = 49    	Offset = 177      	Endereço Físico: 12721     	Valor do Byte = 125
Endereço lógico = 52444      	Quadro = 157    	Offset = 220      	Endereço Físico: 40412     	Valor do Byte = 215
Endereço lógico = 43890      	Quadro = 158    	Offset = 114      	Endereço Físico: 40562     	Valor do Byte = 233
Endereço lógico = 59827      	Quadro = 159    	Offset = 179      	Endereço Físico: 40883     	Valor do Byte = 164
Endereço lógico = 56245      	Quadro = 160    	Offset = 181      	Endereço Físico: 41141     	Valor do Byte = 34
Endereço lógico = 33280      	Quadro = 126    	Offset = 0      	Endereço Físico: 32256     	Valor do Byte = 84
Endereço lógico = 52870      	Quadro = 24    	Offset = 134      	Endereço Físico: 6278     	Valor do Byte = 55
Endereço lógico = 55539      	Quadro = 161    	Offset = 243      	Endereço Físico: 41459     	Valor do Byte = 23
Endereço lógico = 58943      	Quadro = 148    	Offset = 63      	Endereço Físico: 37951     	Valor do Byte = 24
Endereço lógico = 43913      	Quadro = 158    	Offset = 137      	Endereço Físico: 40585     	Valor do Byte = 85
Endereço lógico = 19717      	Quadro = 33    	Offset = 5      	Endereço Físico: 8453     	Valor do Byte = 81
Endereço lógico = 22331      	Quadro = 162    	Offset = 59      	Endereço Físico: 41531     	Valor do Byte = 253
Endereço lógico = 39685      	Quadro = 113    	Offset = 5      	Endereço Físico: 28933     	Valor do Byte = 21
